,Name,Title,Body,Stars
1089,Michele,,"Il prodotto sembra vecchio, poco elastico, non è come il classico slime. Non ho fatto il reso solo perché mia figlia l'aveva già visto e ha voluto subito giocarci. Non si sbriciola ma ha la consistenza della plastilina e non degli slime. Saró stato io sfortunato... Non consiglio l'acquisto.",
1090,Sabrina Kaufmann,,Die Kinder haben sich sehr über die Bälle gefreut. Einige wenige Bälle hatten kleine Perlen im Schleim. Sie wurdem am Kindergeburtstag verteilt. Leider ist der Schleim aber alles andere als Fluffy und der Geruch ist auch nicht der beste. Die Konsistenz erinnert eher an Knete und er bröckelt recht schnell.,
1091,angel huerta,,"Un producto que me ha sorprendido, usado en fiesta infantil y los niños encantados, las bolas eran mas grandes de lo que me imaginaba, no son enormes pero estan bastante bien de tamaño. Recomendado sin duda como regalo de fiesta.",
1092,sonja ,,Wir haben diese Kugeln als Giveaways für den Kindergeburtstag meiner 8 jährigen Rochter gekauft. Alle fanden es super.,
1093,Hans,,Beautiful colours,
1094,meggie neves,,Wide assortment keeps my child busy,
1095,AF,,"I ordered this for my (almost) 3 year old daughter who LOVES slime. She was SO excited to open the pack and see 24 little tubs of slime, and immediately grabbed 4 tubs to open. As soon as she took the first one out of the package a piece fell off. She was in near tears and she ""broke"" the slime.  We grabbed another tub and when she tried to stretch the slime, it just ripped off. If she squeezed it, it broke into a million pieces, and she got tiny little globs of slime everywhere. She was so disappointed.  I recall reading some decently positive reviews, so I scrolled through and found a review that says you just have to work it in.  So I grabbed the slime from her, and ""kneaded"" the slime for 15 minutes.  Not only was it now in a million pieces all over my floor, my hands were covered in the galaxy slime, and it looks like something my dog would have thrown up. If you leave it to ""rest"", it all comes back together and has a nice sparkle to it.  So it's a nice ""look but don't touch"" slime... but who gets slime to just look at??I guess the positive side of the slime is that it looks pretty, so good to gift away, because it's not something I would want in my house.",
1096,Marina Eichwald,,Nicht gut,
1097,Gioia Gaudia,,"Comprate come regalino per gli invitati ad una festa di compleanno, le palline sono veramente carine e ben fatte. Lo slime all'interno non fa cattivo odore e non sporca né macchia, non si sbriciola né si attacca ai vestiti. Le consiglio",
1098,LOREDANA,,Per il prezzo speso vanno più che bene. Sono come delle palline di ping pong. Si aprono e dentro c'è lo slime. Non è elastico al massimo ma ha dei bei colori..,
1099,Sabrina,,"Idée cadeau pour ma fille mais convient mieux pour un cadeau de kermesse Etc .. car il y a 24 petites balles avec un slime dedans , il y a des couleurs différentes mais bon pour la même personne ça n’est pas utile d’avoir 24 boules",
1100,Rodolfo,,"Consegna puntuale,i 24pezzi sono variegati ,non troppo colorati,ma con alcuni pezzi (4/5) più  da femmina con glitter,paperelle,fiorellini. Ideali per me che devo impacchettarli insieme ad alcune caramelle come regalino post party. La dimensione è più o meno di una pallina da ping-pong. Le parole del mio bimbo quasi cinquenne:<< lo slime è perfetto,non appiccica,brilla e profuma di sole 😅>>",
1101,Janelle Desjardins,,I was very disappointed as these slimes were hard when they were received. You could kind of stretch them but they would break. It definitely did not have the texture of slime that I was expecting.,
1102,Isa,,"Wir haben den Schleim als Mitgebsel/Beschäftigung zum Schulanfang gekauft. Er ist in kleinen Plastikkugeln verpackt, diese liegen in einem Karton mit Platzhaltern. Die Farben sind schön. Der Schleim riecht nicht und klebt nicht, hinterlässt keine Schleimdpuren auf Tisch ect.. Wenn er geknetet wird, wird er etwas fester und kann als Kugel auch springen. Man kann ihn zerteilen und er fügt sich schnell wieder zu einer Masse zusammen.Die leeren Kugeln gehen leider etwas schnell kaputt. Wir haben dann in Plastikeier umgepackt. Auch nach 3 Monaten ist der offene Schleim noch top.Es hatten nicht nur die Kinder Spaß. ;)Ich würde ihn auch nochmal kaufen.",
1103,Derick m.,,Do not buy this productThe slime is low quality it breaks apart and makes a mess all over the houseThe slime also comes on tiny shot glass cups not as advertised.,
1104,braune Engel,,"Hallo,Wir haben es für unsere Tochter zum Geburtstag bestellt.Es ist vollständig und unbeschadet bei uns angekommen.Es ist bei unsere Tochter und den anderen Kindern ( Geschwister und Gäste) sehr gut angekommen. Auch wir Erwachsenen konnten nicht die Finger davon lassen.Ich kenne noch den Gliebber von meiner Kindheit und der Geruch ( der schon etwas eigenwillig ist) hat mich sofort in meiner kindheitserinnerung versetzt.Minimal klebrig... Daher zu empfehlen es nicht auf Teppiche, decken, oder sandige Untergrund zu bespielen.Was sehr schön ist :Die FarbenGute einzelne Portionsgrössen ( zum teilen wichtig😉)Der extra Glipper in der untersten Reihe der durchsichtig ist und kleinere Gegenstände eingearbeitet ist..... machen das Set vollständig und lassen für uns keine spielwünsche offen.Das einzige was etwas schade ist:Der Gliebber ist ja in einzelne kreisrunde Plastikbehälter porzioniert ( was ja sehr schön ist) doch das Plastik ist sehr dünn und spröde.... Was zu Folge hat das es bei minimalen druck kaputt geht..... und somit die Aufbewahrung des Gliebber etwas schwieriger macht.Tip hier: Wir haben uns da mit leere ü-eier geholfenWir sind bis auf den kleinen Verpackungs sache sehr zufrieden und geben wegen dem spielspass und der Menge an Gliebber 5 SterneIch hoffe die Bewertung hilft euchLg",
1105,Interessentin 1,,"Stinken zwar chemisch,  macht sich dennoch in der Mitbringsel- Tüte gut.",
1106,Tiziana critica d'arte,,"Acquistati come gadget per la festa di compleanno del mio bambino di 6 anni.Il regalo è piaciuto molto ai bimbi che alle bimbe. Ci sono diverse varietà alcune palline sono glitterate altre invece contengono al loro interno piccoli oggetti come stelline, cuoricini o paperelle. Le palline sono un po’ piccole rispetto alle aspettative. In ogni caso fanno la loro bella figura",
1107,Elena,,Ce n’est pas le type de slime qui se recolle si vous la séparer elle n’adhère plus ensemble et vite ça devient plein de petit morceau et ça fait beaucoup de dégât. En plus les pots sont minuscule.,
1108,Josiane Mello,,Sono molto belli e il più importante è che non sono troppo mole e non si attaccano ai vestiti,
1109,Amazon Customer,,"If you try to stretch up you have to do it very slowly otherwise is going to break in parts, so for toddlers, I won't recommend, also you can't mix colours, so you have to play carefully with it if you want to keep all colours",
1110,🍄Mushroom🍄,,Not stretchy at all and breaks easily,
1111,Abraham Casal Malvido,,"Es un slime bastante duro y las bolas son pequeñas, del tamaño de una pelota de Ping Pong. Por lo demás son muy bonitas y dos de ellas traen un pequeño muñequito",
1112,ChK,,Kam super an als Gastgeschenke bei der Geburtstagsfeier meines Sohnes.,
1113,Gloria,,"Non è slime, si spacca in tanti pezzi.Per quanto le palline siano carine, l’articolo è vecchio. Sicuramente non è uno slime.Restituito.",
1114,Elfiepumpkin,,"High quality slime, in hard wearing globe containers.Beautiful colours, with no ball looking exactly the same.Slime is easy to handle and not at all sticky, so not found clung to items everywhere!Only small criticism, is it might be nice to have a few of the random balls in  there, the o es with the added confetti etc, or themed slimes, but as it is called galaxy slime I suppose these ones will be less apparent!All in all a great buy and would buy again.",
1115,Elif Kurtoglu,,"Habe ich für meine Schüler geholt, sie haben sich gefreut, war an sich alles in Ordnung aber ich finde das Preis-Leistungsverhältnis ein wenig unverhältnismäsig. Insgesamt ein wenig zu teuer, den Kindern gefällt es aber.",
1116,Liz,,"Ich habe die Kugeln als Mitgebsel zum Kindergeburtstag meiner 6- jährigen Tochter bestellt. Die Lieferung kam schnell und unbeschädigt an. Die Kugeln waren der Renner bei den Kindern. Sie kamen supergut an.Nach ein paar Tagen jedoch finde ich überall Klebespuren von den Schleimkugeln. In der Artikelbeschreibung steht, dass der Slime keine Klebespuren hinterlässt, doch das tut er definitiv! Auf Kissen und Kleidung und und und....Mit der normalen Wäsche ist es nicht rausgegangen, worüber ich mich jetzt im Nachhinein sehr ärgere.",
1117,sara,,Non sono buoni sono secchi e piccolissimi,
1118,Melanie ,,Sehr gutes Material,
1119,Alessandra ,,"Non è per niente elastico, si spezza e le palline sono piccolissime",
1120,Kwasi Thompson,,Good,
1121,deborah,,"I bought the slime kit for my slime obsessed granddaughter , I wanted some thing different , unique gift and my granddaughter loved it , the slime is not sticky and the little gifts inside some of the pods is such an extra bonus !!! So pleased with this kit . Highly recommended",
1122,RA,,"Ordered these as favours for my daughters birthday coming up in a couple days.  When I received the product, box was beat up a bit and half empty.  Returning immediately.  Re-bought because her heart was set on these, lets hope it doesn't happen again!",
1123,Leslie Brasme,,Rigolo ce slime dans les petites sphères  en plastique dommage que beaucoup de couleur se ressembleParfait pour un anniversaire,
1124,helene,,Acheté octobre pour un anniversaireTous allait bien au débutEt depuis on met petit à petit le slim à la poubelleIl mousse ça dégouline des boîtes il pue de plus en plusC'est immondePour le prix c'est cher,
